orgname,depart_time,duration,arrival,amount,rating,seat,bustype,route_link
VV Vinayak Travels,22:30,08h 10m,06:40,459,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
KMBT Travels,22:00,07h 40m,05:40,475,3.0,25,NON A/C Hi-Tech Push Back (2+2),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Vihari Travels ,22:30,08h 16m,06:46,570,3.0,28,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/ongole-to-hyderabad
V Kaveri Travels,23:00,07h 15m,06:15,700,3.0,31,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Cherry tours&travels,22:00,07h 30m,05:30,494,3.0,19,Non AC Seater (2+2),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
V Kaveri Travels,23:45,07h 00m,06:45,900,3.0,20,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Lakshmi Narasimha Travels (SLNT),22:10,07h 15m,05:25,523,3.0,19,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
VV Vinayak Travels,23:15,07h 25m,06:40,535,4.0,33,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Kaveri Travels,23:01,07h 24m,06:25,700,3.0,28,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Ramu Tours & Travels,23:30,06h 45m,06:15,570,3.0,29,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
SAI PRASANNA TRAVELS,22:00,07h 56m,05:56,499,3.0,25,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
V Kaveri Travels,21:30,08h 10m,05:40,560,2.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
V Kaveri Travels,22:00,08h 30m,06:30,700,3.0,27,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Lakshmi Narasimha Travels (SLNT),22:20,08h 00m,06:20,542,3.0,21,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Sivanjali Bus,22:15,07h 35m,05:50,500,2.0,28,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Ramana Tours And Travels,01:00,06h 30m,07:30,690,4.0,32,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Meghana Travels,23:30,07h 05m,06:35,999,2.0,26,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
KKaveri Travels,23:58,06h 57m,06:55,670,2.0,9,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
KMBT Travels,23:15,06h 30m,05:45,713,3.0,32,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Orange Tours And Travels,22:45,08h 00m,06:45,700,2.0,32,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Rajeswari Travels,23:50,06h 37m,06:27,550,2.0,30,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
V Kaveri Travels,23:45,07h 05m,06:50,600,2.0,22,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Laxmi Sravanthi Siva Tours And Travels,22:00,07h 45m,05:45,575,2.0,34,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Laxmi Sravanthi Siva Tours And Travels,22:00,07h 59m,05:59,575,1.0,39,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Cherry tours&travels,22:45,07h 30m,06:15,665,3.0,29,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Tulasi Tours and Travels,01:30,05h 55m,07:25,799,2.0,24,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Vihari Travels ,23:00,08h 00m,07:00,670,2.0,29,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Ramu Tours & Travels,23:55,06h 45m,06:40,790,2.0,30,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Laxmi Sravanthi Siva Tours And Travels,21:45,08h 10m,05:55,575,1.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
My Star Transport,21:55,08h 15m,06:10,703,2.0,29,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
KKaveri Travels,23:15,06h 45m,06:00,600,1.0,33,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Morning Star Travels,01:00,06h 45m,07:45,990,1.0,30,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Vikram Travels,00:30,06h 20m,06:50,890,4.0,28,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Go Tour Travels and Holidays,00:45,05h 42m,06:27,890,4.0,23,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Krishna Travels,22:30,07h 15m,05:45,670,3.0,30,NON A/C Semi Sleeper / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
PMR Express,00:45,07h 05m,07:50,849,4.0,28,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
VV Vinayak Travels,23:15,07h 25m,06:40,555,3.0,27,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
LUCKY TRAVELS,00:40,05h 55m,06:35,899,3.0,26,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Padmavathi Travels,23:59,06h 31m,06:30,800,3.0,4,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Krishna Travels,22:45,06h 35m,05:20,670,3.0,30,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Cherry tours&travels,22:15,06h 50m,05:05,846,2.0,21,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Tulasi Tours and Travels,21:50,07h 25m,05:15,589,3.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Vihari Travels ,23:50,06h 40m,06:30,840,3.0,24,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Cherry tours&travels,22:05,07h 25m,05:30,741,3.0,43,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Bharathi Travels,01:00,05h 45m,06:45,800,3.0,30,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Laxmi Sravanthi Siva Tours And Travels,22:00,07h 40m,05:40,575,2.0,41,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Krishna Travels,21:30,07h 45m,05:15,3000,2.0,36,NON A/C Semi Sleeper / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Ramu Tours & Travels,23:00,06h 45m,05:45,570,2.0,27,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Laxmi Sravanthi Siva Tours And Travels,21:45,08h 04m,05:49,575,1.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
KTC Travels,23:55,06h 00m,05:55,2000,1.0,40,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Vikram Travels,02:00,06h 10m,08:10,2090,4.0,30,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Chandu Travels,23:35,06h 55m,06:30,941,4.0,17,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Laxmi Sravanthi Siva Tours And Travels,22:45,07h 03m,05:48,499,1.0,36,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Padmavathi Travels,00:15,06h 19m,06:34,700,3.0,13,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
METRO LINES TRAVELS,23:30,06h 00m,05:30,2500,3.0,32,NON A/C Seater/ Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
SWATHI TRAVELS,22:20,08h 25m,06:45,3000,3.0,33,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Kaveri Travels,23:55,06h 35m,06:30,1170,3.0,30,Volvo Multi Axle B9R A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
GOWTHAMI TOURS AND TRAVELS,23:30,07h 25m,06:55,846,3.0,40,Volvo Multi-Axle A/C (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
Sri Sivanjali Bus,22:15,07h 35m,05:50,3000,2.0,27,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/ongole-to-hyderabad
